url,Question,Answer
https://www.agnoshealth.com/forums/%E0%B8%82%E0%B9%89%E0%B8%AD%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A%E0%B8%A3%E0%B8%B9%E0%B8%A1%E0%B8%B2%E0%B8%95%E0%B8%AD%E0%B8%A2%E0%B8%94%E0%B9%8C/901,"พอดีมีอาการเลยไปตรวจแลปในโรงพยาบาลแล้วรอหมอนัดฟังผลทีนี้ผลแลปออกก่อนเลยอยากปรึกษาในกระทู้ว่าปกติไหมคะ
ค่า CRP 1.25 mg/L
ค่า ESR 25 mm/hr
ค่า Rheumatoid factor 10 IU/ml
ค่า Anticcp ยังไ่ม่ออกผลค่ะ
จจะมีความเสี่ยงเป็นโรคไหมคะ
ปล. 1.หมอให้ยา Naproxen มากินแล้วอาการดีขึ้น
2.ค่า Anti ccp ปกติควรอยู่ที่เท่าไหร่คะจึงจะไม่เป็นโรค",ค่าผลเลือดทั้งสามตัวยังถือว่าอยู่ในเกณฑ์ปกตินะครับ บ่งบอกว่าอาการปวดข้อที่เป็นอยู่ มีโอกาสที่จะเป็นข้ออักเสบรูมาตอยด์น้องลงครับ อาจจะเป็นการปวดข้อทั่วๆไป หรืออาจเป็นข้อเสื่อม หรืออาจจะเป็นโรคข้ออื่นๆได้ครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%93%E0%B9%8C%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B9%81%E0%B8%97%E0%B8%A3%E0%B8%81%E0%B8%8B%E0%B9%89%E0%B8%AD%E0%B8%99/641,ความรู้สึกที่เครียดมาประมาณ2-3ปีแล้วมาถึงตอนนี้มีความคิดที่ไม่อยากอยู่บนโลกใบนี้แล้ว เพราะผมรู้สึกว่าโลกนี้มันไม่ยุติธรรม ผมจับได้ใบแดงครับก่อนหน้านี้ทำงานโรงงานคิดที่จะสร้างอนาคตให้ตัวเองตั้งแต่อายุยังน้อย แต่พอจับได้ใบแดงทุกอย่างจบ ผมคิดว่าฝึกเสร็จจะได้ลายาวกลับไปทำงานแต่กลับกลายเป็นว่ามันไม่เป็นอย่างที่คิด ตอนนี้ เศร้าเครียดไม่พูดคุยกับใครใช้หนักมาทางโซเชียลมากกว่าคนหาเว็ปหรือเพจต่างๆในแอปต่างๆ อยากหาที่ปรึกษาที่ระบาย ร้องไห้ทุกวันเพราะเครียด ไม่อยากมีชีวิตอยู่อยากให้ตายๆไปส้ะอยู่ในนี้ไม่ต่างอะไรกับคุก,ก่อนอื่นเลยผมขอชื่นชมความตั้งใจของคุณ 113796 นะครับ ผมเชื่อว่าความตั้งใจดีที่คุณต้องการที่จะตั้งใจทำงานเพื่อสร้างอนาคตตัวเองนั้นเป็นสิ่งที่คุณให้คุณค่า ที่ผมเลือกพูดสิ่งนี้ขึ้นมาก่อนเพราะคุณค่าดังกล่าวนั้นมันเป็นสิ่งที่จะไม่เปลี่ยนแปลง ไม่ว่าเวลาหรือปัจจัยรอบตัวจะเปลี่ยนไปเท่าไหร่ก็ตาม ตัวอย่างเหตุการณ์ที่สนับสนุนแนวคิดนี้ คือ ถึงแม้ว่าการจับได้ใบแดงนั้น จะทำให้แผนการในชีวิตของคุณเปลี่ยนไปในชั่วพริบตา แต่คุณอดทน อดกลั้น จนสามารถผ่านวันคืนเหล่านั้นมาได้ และเมื่อออกจากที่ฝึกแล้วคุณก็ยังไม่ละทิ้งความตั้งใจเดิมที่มี อย่างไรก็ตามดูเหมือนวันนี้เป็นอีกครั้งที่อะไรๆรอบตัวต้องเปลี่ยนไปอีกครั้งหนึ่ง ถ้า ณ เวลานี้ ความคิดที่ไม่อยากมีชีวิตอยู่มันรุนแรง ไม่สามารถจัดการความคิดดังกล่าวได้ หรืออาจเกิดอันตรายขึ้นกับตัวเอง ผมแนะนำให้รีบเข้ารับการรักษาที่ห้องฉุกเฉินในโรงพยาบาลใกล้บ้านครับ หรือหากมีข้อจำกัดที่ทำให้ไม่สามารถเข้าถึงการรักษาดังกล่าวได้ สามารถโทรปรึกษาที่เบอร์ 1323 (สายด่วนกรมสุขภาพจิต) ได้เลยครับ หนึ่งกำลังใจที่จะช่วยให้เราผ่านวันคืนที่มืดมนไปได้ คือการมองย้อนกลับไปในอดีตว่าที่ผ่านมาเราเคยผ่านมรสุมอะไรมาแล้วบ้าง เราใช้วิธีอะไรในการผ่านมรสุมที่ทุกข์ทรมานดังกล่าวนั้น เพราะนั่นคือวิธีที่เหมาะสมกับตัวเรา ที่ตัวเราเคยใช้และทำให้ยังมีเราอยู่ในทุกวันนี้ และเป็นไปได้ว่าหากเรานำวิธีเดิมนั้นกลับมาใช้ อาจจะช่วยเพิ่มโอกาสให้เราผ่านวันคืนเหล่านี้ไปได้เช่นกันครับ แต่ถ้าหากคุณรู้สึกว่าอารมณ์ในขณะนี้มันทำให้เป็นทุกข์เกินกว่าที่จะจัดการด้วยตัวเองไหว หรือมันเริ่มกระทบกับการใช้ชีวิตประจำวัน ผมคิดว่าไม่มีความจำเป็นที่จะต้องลังเลในการนัดเข้าพบกับจิตแพทย์/แพทย์ใกล้บ้านนะครับ ไม่ว่าจะเป็นภาคส่วนของรัฐหรือเอกชนก็ตาม โดยหากในสถานพยาบาลของรัฐนั้น คุณสามารถเช็คสิทธิการรักษาของตัวเองได้ที่ https://eservices.nhso.go.th/eServices/mobile/login.xhtml เพื่อค้นหาโรงพยาบาลที่สิทธิรักษาเราสังกัดอยู่ เพื่อลดภาระการแบกรับค่าใช้จ่ายครับ
https://www.agnoshealth.com/forums/%E0%B8%AB%E0%B8%A5%E0%B8%AD%E0%B8%94%E0%B8%A5%E0%B8%A1%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A/1150,ทานยาแก้อักเสบแบบแรงมาแล้ว 2 สัปดาห์ อาการไม่ดีขึ้น หมอให้ Dexamethasone 3 วัน และ Symbicort Forte Turbuhaler มาสูด และ Ropect มากดไอตอนกลางคืน ตอนนี้ยาหมด แล้ว ต้องทานอะไรต่อไปครับ?? เรื้อรังมา 3 เข้าสัปดาห์ที่ 4 แล้ว,ยาที่ได้มาค่อนข้างเป็นยาแรงแล้วนะครับ ตอนนี้สิ่งที่สำคัญมากกว่าควรหาสาเหตุที่ทำให้ยังไม่หายมากกว่าเพื่อจะได้รักษาตรงที่สาเหตุมากกว่า โดยการปรึกษากับแพทย์เฉพาะทางด้านปอด ส่วนอาการที่ยังเป็นอยู่แนะนำว่าอาจจะต้องทานยากดไอต่อไปก่อนครับ
https://www.agnoshealth.com/forums/%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%AD%E0%B8%81%E0%B8%95%E0%B8%B2%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%9A%E0%B8%AA%E0%B8%B2%E0%B9%80%E0%B8%AB%E0%B8%95%E0%B8%B8/165,หน้าจะแพ้ปลาหมึกมาค่ะ ปวดจมูกกับปวดตามาก อยากทราบว่ามีอะไรรักษาเบื้องต้นก่อนมั้ย,โดยทั่วไปอาการแพ้อาหารมักจะมีผื่นคัน หรือมีตาบวมปากบวม เป็นหลักครับ อาการปวดจมูก ปวดกระบอกตาอาจเกิดจากสาเหตุอื่นๆ เช่น ไซนัสอักเสบ ครับ ในกรณีที่สงสัยว่าจะแพ้อาหาร สามารถบรรเทาอาการได้ด้วยการทานยาแก้แพ้ เช่น CPM หรือ Cetirizine ครับ หากทานยาแล้วอาการไม่ดีขึ้นใน 1-2 ชั่วโมง หรืออาการแย่ลง ควรไปพบแพทย์ที่โรงพยาบาลเพื่อตรวจเพิ่มเติมครับ
https://www.agnoshealth.com/forums/%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%83%E0%B8%88%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%99%E0%B8%9C%E0%B8%B4%E0%B8%94%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B0/75,"อาการนี้มีอาการ คล้ายหัวใจกระตุกอยู่บ้างและเวลาขยับตัวหัวใจจะเต้นแรงขึ้นชั่วคราวและกลับมาปกติได้เคยทำการตรวจคลื่นไฟฟ้าหัวใจแล้วและX-ray ทรวงอกแล้วไม่พบความผิดปกติ แต่อาการตอนแรกๆดีขึ้นแล้วมาแสดงอาการไม่กี่วันนี้ มีอาการ ใจสั่น ใจเต้นแรง บางครั้งเหมือนใจสะดุด เจ็บหน้าอกแต่(มีการกดแล้วเจ็บตรงบริเวณกระดูกซี่โครงเจ็บจี้ดๆบางครั้งนอนอยู่เฉยๆก็ปวดจี้ดขึ้นมาเป็นคร่าวๆ) เรื่อง สูบบุหรี่แล้วสุรา ไม่ได้แตะต้องมา 2 เดือนแล้ว แต่อาการก็เป็นมากตอนช่วงดูดบุหรี่จัด เป็นถี่มากๆ แต่พอเลิกอาการก็ดีขึ้นไม่หนักเหมือนตอนดูดบุหรี่จัดครับ ที่ผมจะถามจริงๆคืออาการที่เหมือนใจกระตุกแล้วเหมือนวูบตกจากที่สูงครับ เป็นไม่ถี่มาก แต่ไม่แน่นอนเช่นตอนนั่งก็เป็น ตอนพลิกตัว นอนหงายหน้า (ไม่มีอาการเหนื่อย หรือแน่นหน้าอกมากครับ นอนราบได้ปกติ ออกกำลังกายได้ปกติ แต่ระหว่างออกกำลังก็มีใจสะดุดเล็กๆครับ
*อาการเป็นๆหายๆครับ เป็นบางวัน เกือบๆ 2 เดือนครับ มีอาการปวดเมื่อยแขนซ้าย หรือหรือสะบักไหล่ข้างหลังครั้งคร่าว
***อาการเริ่มมีอาการใจสะดุดตอนนอนหลับๆตื่นเมื่อ 2 เดือนก่อน+สูบบุหรี่จัดมากๆในช่วงนั้น จึงเลิกบุหรี่ตั้งแต่ตอนนั้น",อาจลองตรวจไทรอยด์เพิ่ม ถ้าปกติแล้วยังมีอาการเป็นแบบเดิมคิดว่าควรปรึกษาหมอหัวใจเพิ่มเติม อาจต้องตรวจเพิ่มมากกว่าที่่ตรวจไปแล้ว
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%8B%E0%B8%B6%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B9%89%E0%B8%B2/1783,มีควมคิดอยากฆ่าตัวตาย วางแผนไว้เรียบร้อยแล้วและเคยพยายามฆ่าตัวตายแล้วแต่ไม่สำเร็จได้รับการรักษามานานหลายปีแต่ก็ไม่หายสักทีนึกถึงแต่คำพูดของคนรอบข้างที่ชอบไล่ให้ไปตายตลอดเริร่มควบคุมความคิดของตัวเองไม่ได้แล้ว,สวัสดีครับ โรคซึมเศร้าเป็นโรคที่ใช้เวลาในการรักษาพอสมควรครับ และนอกจากจะทานยาแล้ว การทำจิตบำบัดก็เป็นสิ่งที่สำคัญมากเช่นกัน ในกรณีขอวคนไข้ หมอแนะนำให้แจ้งอาการกับแพทย์เจ้าของไข้ที่ดูแลประจำดูก่อนเพื่อปรับเปลี่ยนยา นอกจากนั้นหมอแนะนำให้ปรึกษาจิตแพทย์เพื่อทำจิตบำบัดควบคุ๋กันไปด้วย หรือคนไข้สามารถดูบริการปรึกษานักจิตบำบัด หรือพบจิตแพทย์ออนไลน์ได้ที่ลิ้งค์นี้ https://mall.agnoshealth.com/mental-health-subscription/
https://www.agnoshealth.com/forums/%E0%B8%9C%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2/1,เป็นคล้ายๆผดผื่นที่ก้นค่ะน้อง9เดือน ผดนูนขุขระ,ผดผื่นที่ก้นเด็กมักเกิดจากความอับชื้น หรือการระคายเคืองจากสารระคายเคืองต่างๆ เช่น แป้ง สบู่ หรือผงซักฟอก แนะนำให้ดูแลเรื่องความสะอาดและป้องกันความอับชื้นบริเวณก้นและขาหนีบ อาจพิจารณาเปลี่ยนผลิตภัณฑ์ทำความสะอาด แพมเพิร์ส หรือผงซักฟอกให้เป็นสูตรที่ลดการระคายเคือง หรือสูตรสำหรับผิวแพ้ง่าย อาการจะค่อยๆดีขึ้นครับ
https://www.agnoshealth.com/forums/%E0%B8%AB%E0%B8%A5%E0%B8%AD%E0%B8%94%E0%B8%A5%E0%B8%A1%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A/139,เวลานอนหายใจมีเสีนงครืดคราด หายใจแรงไอบ้างบางครั้งแบบนี้จะนำไปสู่อาการหอบได้ไกมคะ เคยมีประวัติหอบมาก่อน เป็นมาเกือบ7วัน,จากอาการที่แจ้งมา มีโอกาสที่จะเป็นหลอดลมอักเสบได้ครับ ซึ่งหลอดลมที่อักเสบจากเชื้อหวัดหรือไวรัสใดใด ก็จะทำให้อาการหอบหืดที่เป็นอยู่เดิมกำเริบตามมาได้ โดยทั่วไปหลอดลมอักเสบสามารถทานยารักษาตามอาการ รวมถึงใช้ลูกยางช่วยดูดน้ำมูกและเสมหะ ก็จะดีขึ้นได้เองใน 5-7 วัน แต่หากอาการคงอยู่นาน หายใจเหนื่อยมากขึ้น ควรไปพบแพทย์เพื่อตรวจร่างกายหรือเอกซเรย์ปอดเพิ่มเติมต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A3%E0%B8%B2%E0%B9%83%E0%B8%99%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%94/803,คันบริเวณช่องคลอดภายนอกค่ะ เหมือนมีตุ่มผื่น เกาแล้วคันมาก แต่ไม่เกาไม่ได้จริงๆค่ะ คันมาก รู้สึกเสียบุคลิก ีี มีตกขาวร่วมด้วยค่ะ เคยมีเพศสัมพันธ์แบบไม่ป้องกันกับแฟน 2 ครั้ง,อาการคันร่วมกับตกขาวสีขาวคล้ายแป้งเปียก จะเข้าได้กับการติดเชื้อราในช่องคลอดมากที่สุดครับ สามารถลองรักษาเบื้องต้นได้ด้วยการใช้ยาเหน็บช่องคลอด เป็นต้น ซึ่งสามารถหาได้ตามร้านขายยาทั่วไปครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A3%E0%B8%B2%E0%B9%83%E0%B8%99%E0%B8%8A%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%94/1618,สามารถซื้อยารักษาเองได้มั้ยคะ,สามารถซื้อยาได้เองตามร้านเภสัชกร หรือร้านขายยาทั่วไปครับ บอกกับทางร้านว่าเป็นเชื้อราในช่องคลอดได้เลยครับ
https://www.agnoshealth.com/forums/%E0%B8%9C%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2/957,่ก่อนหน้านี้ไม่เคยเป็นผื่นเลยค่ะ อย่างมากเป็นแค่ลมพิษ หลังจากหายโควิคไม่นานเกิดอาการผื่นขึ้นตามตัวตอนแรกขึ้นที่ขากับหลัง กินยาแก้แพ้ผื่นยุบค่ะ พอเจออากาศร้อนมีอาการเหงื่ออกเยอะกว่าปกติมากผื่นขึ้นทั้งตัวและคันมากทานยากับทายากลุ่มสเตอรอยยุบลงค่ะพออากาศร้อนก็เป็นขึ้นมาใหม่ เป็นแบบนี้ประมาณ2เดือนแล้วค่ะ,ในส่วนที่เป็นผื่นแล้วทานยาเองจนดีขึ้น ส่วนนั้นทำได้ดีอยู่แล้วครับ แต่การเป็นผื่นบ่อยครั้งในช่วงเวลาสั้นๆ เป็นภาวะที่ไม่ปกติครับ แนะนำให้หาเวลาปรึกษาแพทย์ผิวหบังหรือแพทย์ภูมิคุ้มกันโดยตรงจะดีกว่าครับ ถ้ามีผิ่นขึ้นอีกครั้ง
https://www.agnoshealth.com/forums/%E0%B9%81%E0%B8%9C%E0%B8%A5%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99/810,โรคนี้รักษาเองได้มั้ยคะ,ยารักษามีเป็นแบบยาทานครับ สามารถปรึกษากับเภสัชกรที่ร้านขายยาได้ แต่โดยทั่วไปอาจจะมีการตรวจเพิ่มเติมเพื่อวินิจฉัยที่แน่นอนด้วย หรือหาว่ามีอาการแทรกซ้อนๆอื่นๆหรือไม่ ซึ่งทำให้ในสถานพยาบาลเท่านั้นครับ
https://www.agnoshealth.com/forums/%E0%B9%84%E0%B8%82%E0%B9%89%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%AD%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B8%E0%B8%99%E0%B9%81%E0%B8%A3%E0%B8%87/468,พอดีว่าโดนสุนัขกัดที่นอกกางเกง มีแผลถลอกไม่มีเลือดออก เคยฉีดวัคซีนเมื่อ 5 ปีก่อนครบทุกเข็ม และหมาฉีควัคซีนแล้ว มีเจ้าของ ไม่ได้สำผัสโดนน้ำลายเพราะงับที่นอกกางเกง มีโอกาสติดเชื้อไหมคะ,บาดแผลจากสุนัขกัดหากไม่มีเลือดออกเลย ก็จะมีโอกาสติดเชื้อน้อยครับ สามารถทำแผลด้วยเบตาดีนหรือแอลกอฮอล์วันละครั้งและสังเกตอาการได้ อย่างไรก็ตามจะแนะนำให้ฉีดวัคซีนพิษสุนัขบ้าร่วมด้วยเสมอ แต่ในกรณีที่เคยฉีดวัคซีนพิษสุนัขบ้าครบเข็มแล้ว จะมีภูมิคุ้มกันอยู่ สามารถฉีดเป็นวัคซีนเข็มกระตุ้นก็เพียงพอครับ
https://www.agnoshealth.com/forums/%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%B0%E0%B9%81%E0%B8%9E%E0%B9%89%E0%B8%8A%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%A3%E0%B8%B8%E0%B8%99%E0%B9%81%E0%B8%A3%E0%B8%87/296,มีผื่นแดงขึ้นบริเวณเต้านมกับหัวนม คันยุบยิบ เป็นรอบที่3 มีอาการทั้งสองข้างสลับข้างเป็น ต้องพบแพทย์ไหมคะ คันมากๆ ต้องถอดเสื้อถึงจะหายคัน บางทีก็แสบๆคันๆพร้อมกัน แต่ตอนนี้คันที่บริเวณหัวนมลูบดูเป็นตุ่มๆสีเดียวกับผิว พอเกาจะแสบๆคันๆ,ผื่นแดงคันที่เต้านมในหญิงที่ไม่ได้ให้นมบุตร มักเกิดจากการอักเสบของผิวหนัง ซึ่งอาจเป็นผลจากการเสียดสีกับชุดชั้นใน หรืออาจจะแพ้สารเคมี เช่น ผงซักฟอก น้ำยาปรับผ้านุ่มก็ได้ การรักษาหลักจะเป็นการหลีกเลี่ยงสาเหตุกระตุ้นการอักเสบของผิวหนัง ร่วมกับทายาลดการอักเสบ เช่น 0.1% TA cream ทาเช้าเย็นที่ผื่น อาการจะค่อยๆดีขึ้นครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%93%E0%B9%8C%E0%B8%AA%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%B1%E0%B9%89%E0%B8%A7/321,ต้องทำยังไง หรือรักษายังไงค่ะ,สวัสดีครับ เนื่องจากผลการประเมินที่ได้รับเป็นเพียงแค่การคัดกรองในเบื้องต้นเท่านั้น ก่อนที่จะได้รับการรักษาจึงจำเป็นต้องได้รับการตรวจประเมินอาการจากจิตแพทย์โดยตรงเพื่อยืนยันสาเหตุก่อนครับ โดยตากผลประเมินที่ได้นี้หมอคิดว่าอาจมีความเสี่ยงต่อการเป็นโรคทางอารมณ์บางอย่าง เช่น โรคซึมเศร้า โรคไบโพลาร์ได้ครับ และการรักษาหลักก็จะเป็นการใช้ยาเพื่อปรับการทำงานของสารเคมีในสมองเพื่อช่วยให้อารมณ์กลับมาดีขึ้น และยาที่ใช้ก็จะแตกต่างกันไปตามโรคที่เป็น หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลที่สะดวกเพื่อตรวจประเมินอาการเพิ่มเติมก่อน เพื่อที่จะได้ให้การรักษาได้อย่างเหมาะสมครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%8B%E0%B8%B6%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B9%89%E0%B8%B2/586,รู้สึกทุกคนไม่รักเลย เศร้าตลอด รู้สึกไม่มีใครอยู่ข้างๆ ร้องไห้ง่าย กลัวการไปเจอหมอ กลัวไปหทด สิ้นหวังทุกอย่าง ท้อทุกอย่าง รู้สึกทำอะไรก็ไม่ถูกมจคนอื่น มีแต่คนพูดทำร้ายความรู้สึก กระสับกระส่ายบางที เปิดแอร์18ก็ำท่รู้สึกหนาว เหม่อบ้างช่วงนี้,สวัสดีครับ เมื่อมีอารมณ์เศร้าง่ายกว่าปกติ รู้สึกท้อจนไม่สามารถจัดการความรู้สึกของตัวเองได้ การไปพบจิตแพทย์เพื่อให้ความช่วยเหลือก็เป็นเรื่องสำคัญครับ การไปพบจิตแพทย์ไม่ได้เป็นเรื่องยากหรือน่ากลัวครับ จิตแพทย์พร้อมที่จะเป็นผู้ฟังที่ดี ที่จะรับฟังอย่างเข้าใจ และช่วยจะช่วยให้คำปรึกษาที่จะนำไปสู่การมีสุขภาพจิตที่ดีขึ้นครับ
https://www.agnoshealth.com/forums/%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B7%E0%B8%94/322,มีอาการท้องอืด หลังจากรับประทานอาหารเสร็จ จุกที่บริเวณคอ  มีความรู้สึกดุ๊กดิ๊ก เหมือนมีอะไรดิ้น บริเวณท้องด้านขวา คืออาการของโรคอะไร,อาการท้องอืด ปวดแน่นท้องหลังทานอาหาร อาจเกิดจากการทำงานของกระเพาะลำไส้ผิดปกติ หรือโรคลำไส้แปรปรวนได้ครับ เบื้องต้นหมอแนะนำให้ลองทานยากระตุ้นการทำงานของระบบทางเดินอาหาร เช่น domperidone หรือ metoclopramide ทานก่อนอาหาร เช้า-กลางวัน-เย็น ร่วมกับทานอาหารให้เป็นเวลา ทานอาหารที่มีกากใยเพิ่ม งดอาหารประเภทนม ลดความเครียด และออกกำลังกาย อาการจะค่อยๆดีขึ้นครับ หากทำตามที่แนะนำแล้วอาการไม่ดีขึ้นใน 2-3 สัปดาห์ หรือแย่ลง ควรไปพบแพทย์เพื่อตรวจเพิ่มเติมต่อไปครับ
https://www.agnoshealth.com/forums/%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%8B%E0%B8%B6%E0%B8%A1%E0%B9%80%E0%B8%A8%E0%B8%A3%E0%B9%89%E0%B8%B2/579,สวัสดีค่ะหนูอยากรู้ว่าหนูเป็นโรคซึมเศร้าจริงๆมั้ย ทุกครั้งที่เหนื่อยที่ท้อหรือมีเรื่องอะไรที่มากระทบกับจิตใจมากๆหนูชอบคิดฆ่าตัวตายบางครั้งที่ควบคุมความคิดตัวเองไม่ได้หนูจะทุบตีตัวเองเพื่อให้หยุดคิด หนูเคยฆ่าตัวตายมาแล้ว2-3ครั้ง หนูต้องทำยังไงค่ะ,สวัสดีครับ การคิดฆ่าตัวตายบ่อยๆเป็นสัญญาณเตือนแบบหนึ่งของโรคซึมเศร้า ทั้งนี้การยืนยันการวินิจฉัยโรคซึมเศร้าจะต้องมีการประเมินหผ่านการพูดคุยกับจิตแพทย์โดยตรงก่อน เพื่อแยกจากโรคอื่นๆที่คล้ายกันก่อนครับ ในกรณีนี้หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลเพื่อตรวจประเมินอาการเพิ่มเติมโดยละเอียดอีกครั้งก่อน เพื่อที่จะได้มีการยืนยันการวินิจฉัยและให้การรักษาที่เหมาะสมครับ
https://www.agnoshealth.com/forums/%E0%B8%97%E0%B8%AD%E0%B8%99%E0%B8%8B%E0%B8%B4%E0%B8%A5%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A%20%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD/23,เป็นทอมซิลอักเสบมา 1 สัปดาห์แล้ว จะต้องรักษายังไงต่อ,ถ้าเป็นมานานแล้วอาจลองทานยาฆ่าเชื้อแบคทีเรีย ชื่อยา amoxicillin and clavulanate ทั้งหมด 5 วันครับ อาจอมลูกอมและใช้สเปรย์พ่นคอบรรเทาอาการเจ็บคอร่วมด้วยได้ครับ
